clusterId,zoneId
1,1
1,410
1,465
1,466
1,206
1,450
1,336
1,402
1,320
1,405
1,341
1,392
1,419
1,446
1,322
1,383
1,396
1,399
1,408
1,451
1,216
1,307
1,325
1,335
1,350
1,463
1,376
1,400
1,312
1,352
1,321
1,368
1,467
1,348
1,375
1,468
1,397
1,6
1,355
1,218
1,387
1,227
1,295
1,203
1,204
1,210
1,378
1,211
1,212
1,358
1,214
1,225
1,245
1,342
1,228
1,247
2,2
2,14
2,12
2,199
2,195
2,202
2,8
2,217
2,13
2,380
2,201
2,373
2,382
2,20
2,391
2,208
2,393
2,250
2,379
2,386
2,107
2,193
2,176
2,215
2,381
2,4
2,207
2,190
2,221
2,224
2,398
2,222
2,357
2,361
2,110
2,223
2,394
2,362
2,395
2,220
2,385
2,401
2,311
2,339
3,3
3,72
3,67
3,17
3,213
3,359
3,27
3,196
3,68
3,78
3,94
3,9
3,77
3,113
3,90
3,88
3,197
3,92
3,191
3,32
3,74
3,50
3,188
3,66
3,83
3,69
3,71
3,7
3,65
3,18
3,59
3,80
3,25
3,76
3,30
3,51
3,10
3,91
3,64
3,102
3,79
3,82
3,187
3,56
3,81
3,73
3,101
4,5
4,55
4,22
4,16
4,23
4,24
4,11
4,15
4,29
4,26
4,34
4,31
4,42
4,39
4,57
4,38
4,52
4,60
4,40
4,54
4,33
4,37
4,86
4,35
4,41
4,44
4,53
4,19
4,75
4,89
4,93
4,95
4,99
4,97
4,28
4,46
4,48
4,87
4,96
4,100
4,21
4,180
4,115
4,200
4,209
4,182
4,186
4,198
4,103
4,135
4,194
4,106
4,117
4,205
4,36
4,43
4,49
4,98
4,45
4,58
4,61
4,47
4,70
4,62
4,63
4,84
5,85
5,118
5,123
5,192
5,122
5,170
5,125
5,129
5,168
5,127
5,136
5,143
5,155
5,145
5,169
5,130
5,165
5,154
5,131
5,149
5,151
5,173
5,146
5,177
5,156
5,167
5,158
5,159
5,164
5,174
5,148
5,178
5,172
5,416
5,179
5,184
5,424
5,829
5,786
5,783
5,828
5,788
6,104
6,121
6,128
6,109
6,124
6,112
6,105
6,153
6,114
6,108
6,166
6,175
6,406
6,412
6,189
6,415
6,454
6,429
6,478
6,438
6,433
6,861
6,403
6,430
6,441
6,436
6,440
6,407
6,426
6,443
6,442
6,464
6,453
6,458
6,754
6,720
6,858
6,745
6,859
6,762
6,456
6,476
6,748
6,728
6,741
6,742
6,749
6,427
6,759
6,435
6,724
6,753
6,758
6,434
6,855
6,744
6,452
6,747
6,756
6,729
6,795
6,852
6,779
6,746
6,777
6,781
6,820
6,843
6,860
6,743
6,815
6,845
6,851
7,111
7,160
7,147
7,116
7,119
7,126
7,132
7,138
7,133
7,150
7,141
7,144
7,134
7,139
7,140
7,171
7,142
7,163
7,417
7,418
7,422
7,420
7,423
7,782
7,428
7,161
7,413
7,425
7,722
7,157
7,764
7,789
7,837
7,780
7,821
7,797
7,813
7,825
7,765
7,766
7,787
7,818
7,792
7,832
7,757
7,767
7,803
7,798
7,778
7,872
7,841
7,811
7,844
7,774
7,785
7,791
7,810
7,793
7,830
7,836
7,796
7,800
8,120
8,185
8,162
8,421
8,137
8,414
8,181
8,152
8,183
8,404
8,431
8,409
8,432
8,437
8,445
8,444
8,488
8,449
8,459
8,474
8,455
8,477
8,483
8,973
8,317
8,480
8,461
8,490
8,470
8,479
8,987
8,475
8,492
8,411
8,439
8,624
8,447
8,472
8,460
8,732
8,487
8,491
8,448
8,707
8,712
8,486
8,501
8,727
8,708
8,751
8,529
8,717
8,985
8,694
8,977
8,698
8,544
8,711
8,739
8,740
8,750
8,709
8,983
8,974
8,584
8,959
8,713
8,737
8,710
8,716
8,726
8,730
8,970
9,219
9,253
9,338
9,241
9,377
9,231
9,257
9,249
9,251
9,252
9,254
9,272
9,226
9,329
9,360
9,234
9,354
9,372
9,345
9,351
9,233
9,333
9,280
9,256
9,238
9,318
9,229
9,356
9,244
9,353
9,232
9,363
9,282
9,284
9,364
9,230
9,235
9,340
9,388
9,371
9,263
9,347
9,291
9,237
9,316
9,343
9,236
9,259
9,271
9,266
9,277
9,278
9,365
9,243
9,269
9,276
9,275
9,239
9,242
9,264
9,270
9,281
9,283
9,261
9,292
9,288
9,294
9,246
9,268
9,265
9,255
9,286
9,274
9,285
9,258
9,273
9,262
10,240
10,248
10,298
10,279
10,346
10,260
10,296
10,290
10,302
10,304
10,267
10,289
10,337
10,334
10,293
10,297
10,328
10,299
10,301
10,309
10,473
10,369
10,484
10,331
10,370
10,367
10,384
10,389
10,287
10,579
10,599
10,306
10,326
10,308
10,330
10,591
10,601
10,604
10,626
10,631
10,637
10,327
10,664
10,647
10,656
10,635
10,641
10,651
10,649
10,668
10,332
10,374
10,366
10,596
10,589
10,600
10,603
10,595
10,636
10,548
10,666
10,659
10,661
10,672
10,667
10,674
10,607
10,663
10,657
10,660
10,658
10,662
11,300
11,310
11,349
11,303
11,305
11,315
11,314
11,592
11,633
11,593
11,627
11,630
11,632
11,313
11,323
11,602
11,469
11,494
11,319
11,344
11,324
11,622
11,457
11,609
11,538
11,615
11,608
11,996
11,1000
11,471
11,638
11,611
11,634
11,594
11,639
11,650
11,645
11,566
11,972
11,580
11,598
11,597
11,654
11,655
11,670
11,516
11,605
11,543
11,989
11,643
11,613
11,621
11,992
11,640
11,644
12,390
12,616
12,618
12,976
12,493
12,620
12,496
12,497
12,462
12,489
12,988
12,606
12,990
12,481
12,485
12,980
12,692
12,499
12,997
12,625
12,628
12,482
12,610
12,986
12,504
12,994
12,984
12,505
12,555
12,981
12,975
12,542
12,545
12,498
12,646
12,558
12,702
12,502
12,590
12,629
12,993
12,998
12,568
12,570
12,574
12,982
12,685
12,665
13,495
13,500
13,614
13,642
13,547
13,559
13,561
13,675
13,550
13,978
13,617
13,706
13,563
13,700
13,673
13,682
13,680
13,572
13,652
13,676
13,681
13,571
13,587
13,686
13,576
13,671
13,585
13,669
13,678
13,679
13,509
13,513
13,514
13,688
13,581
13,518
13,519
13,567
13,573
13,517
13,562
13,683
13,588
13,684
13,693
13,565
13,995
13,569
13,575
14,503
14,511
14,653
14,556
14,648
14,523
14,560
14,704
14,506
14,549
14,512
14,551
14,536
14,691
14,623
14,515
14,699
14,703
14,687
14,933
14,934
14,546
14,553
14,923
14,583
14,936
14,510
14,564
14,522
14,586
14,697
14,690
14,520
14,932
14,582
14,701
14,521
14,557
14,533
14,578
14,534
14,937
15,507
15,539
15,531
15,554
15,524
15,532
15,991
15,527
15,695
15,917
15,525
15,540
15,952
15,968
15,689
15,714
15,715
15,705
15,979
15,761
15,888
15,969
15,898
15,950
15,926
15,508
15,577
15,619
15,738
15,535
15,930
15,677
15,696
15,530
15,971
15,719
15,967
15,999
15,526
15,736
15,537
15,891
15,528
15,925
15,901
15,922
15,541
15,931
15,938
15,949
15,948
15,939
15,945
15,942
15,947
15,612
15,733
15,725
15,752
15,862
15,880
15,734
15,910
15,903
15,770
15,964
15,735
15,921
15,889
15,894
15,918
15,924
15,882
15,884
15,896
15,902
15,957
16,552
16,814
16,794
16,809
16,775
16,790
16,827
16,822
16,773
16,826
16,838
16,772
16,863
16,812
16,819
16,799
16,834
16,840
16,718
16,731
16,854
16,776
16,846
16,760
16,871
16,816
16,881
16,721
16,784
16,853
16,723
16,763
16,831
16,768
16,769
16,848
16,771
16,850
16,857
16,864
16,868
16,867
16,883
16,885
16,887
16,892
16,801
16,833
16,847
16,875
16,866
16,808
16,823
16,856
16,865
16,965
16,877
16,956
16,900
16,905
16,802
16,804
16,805
16,835
16,807
16,849
16,806
16,870
16,817
16,824
16,873
16,839
16,842
16,869
17,755
17,874
17,919
17,876
17,879
17,886
17,878
17,895
17,966
17,890
17,893
17,899
17,906
17,909
17,911
17,907
17,954
17,914
17,915
17,913
17,941
17,929
17,943
17,897
17,916
17,908
17,912
17,927
17,953
17,951
17,955
17,960
17,904
17,958
17,944
17,961
17,920
17,928
17,963
17,935
17,946
17,940
17,962
