county_area_county_id,POINT_X,POINT_Y
992,1214147.615,3484086.455
993,1216967.47,3515213.308
994,1246591.691,3533260.637
995,1261997.37,3441401.786
996,1206359.604,3567309.243
997,1166769.701,3601529.692
998,1172745.885,3646206.073
999,1139235.952,3658476.697
1000,1104022.449,3658077.52
1001,1003696.462,3261747.703
1002,1013474.36,3324274.817
1003,985244.0907,3327927.74
1004,901363.1405,3359837.069
1005,868607.7413,3389258.426
1006,1034171.512,3476862.757
1007,980714.1085,3522525.354
1008,952188.2992,3543164.832
1009,950542.7087,3583893.474
1010,981597.6867,3650121.132
1011,1021535.388,3629290.964
1012,1064273.078,3645177.19
1013,1062394.597,3683082.178
1014,1066024.467,3708765.261
1015,1027797.378,3731777.925
1016,953974.8178,3729448.362
1017,982993.4216,3716674.637
1018,927139.7433,3720817.168
1019,870872.7134,3801700.63
1020,868223.7251,3879552.294
1021,831548.7196,3891342.794
1022,826768.7534,3902708.36
1023,549541.2075,3525226.936
1024,570950.7658,3477708.945
1025,624773.8608,3466210.966
1026,790172.0208,3444952.411
1027,903588.0942,3904852.186
1028,819138.5235,3901380.426
1029,836401.6435,3876706.467
1030,31785.933,2881483.564
1031,67381.9243,2861899.885
1032,126922.7769,2916122.107
1033,471268.3361,2759787.991
1034,453604.6021,4178888.934
1035,419917.7908,2836647.196
1036,226979.2211,3292543.661
1037,1009813.413,3227082.322
1038,965553.8983,3420138.631
1039,1202123.387,3345314.912
1040,1031351.944,3184519.138
1041,733099.2356,4289914.618
1042,504114.919,3715739.58
1043,214504.0134,3251269.54
1044,413912.9717,3398460.425
1045,406025.5168,3506627.775
1046,281972.3624,3717508.724
1047,449304.7089,3722660.973
1048,450467.0449,3920233.951
1049,457899.33,3867129.061
1050,95365.1701,3508697.864
1051,265565.4737,3458148.03
1052,501430.8846,3910475.191
1053,1076451.775,3688795.05
1054,1248293.895,3216424.947
1055,1198777.179,3233221.111
1056,972008.3923,3598853.76
1057,1349183.626,3369310.184
1058,1321023.758,3320919.281
1059,1068226.928,3117401.343
1060,905906.8368,2971876.625
1061,1142622.629,2960998.652
1062,1269097.964,3116550.347
1063,1224325.795,3174752.638
1064,1226590.765,3131423.289
1065,893676.385,3765607.206
1066,847923.1764,3779324.266
1067,932212.2789,3876068.833
1068,901195.0199,3847191.851
1069,913362.0361,3746863.285
1070,831838.6441,3439269.276
1071,936819.5864,3629568.182
1072,941226.6193,3658442.79
1073,887193.6818,3276638.336
1074,886769.3106,3285267.196
1075,534333.2885,3470662.147
1076,482246.3856,3443376.564
1077,521929.6724,3419738.347
1078,671012.578,3440391.874
1079,720724.9303,3434606.328
1080,776490.465,3179190.884
1081,945301.7603,3356045.796
1082,848359.7708,3177480.658
1083,821188.6663,3396684.021
1084,846661.3995,3010819.836
1085,827749.199,2945121.925
1086,586284.2606,2803085.782
1087,814969.5579,3149691.886
1088,658898.9747,3102592.345
1089,759198.6438,2680690.007
1090,409224.3534,2870621.192
1091,347635.3437,3389980.829
1092,460494.4945,3308509.686
1093,-318126.6705,2765598.146
1094,496780.9137,4221930.01
1095,56149.3874,3230663.81
1096,277623.5093,3398643.778
1097,-296494.5154,3501079.56
1098,185186.374,2809768.272
1099,265110.5912,2883585.848
1100,125562.8029,2985219.046
1101,-15285.2536,2613929.564
1102,37355.4502,2629237.236
1103,146514.9567,2876116.695
1104,-86034.1452,2826548.733
1105,363324.8862,2883413.376
1106,408746.2677,2796169.893
1107,405087.38,2754708.039
1108,210383.9501,2703714.079
1109,170765.9659,2661590.287
1110,23338.1441,3100449.181
1111,-16549.4471,2790775.091
1112,1261305.733,3449852.783
1113,165294.976,2769973.149
